locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPPMDLJL_02658	CDS	1089				hypothetical protein
BPPMDLJL_02659	CDS	300				hypothetical protein
BPPMDLJL_02660	CDS	351				hypothetical protein
BPPMDLJL_02661	CDS	1218				hypothetical protein
BPPMDLJL_02662	CDS	1782				hypothetical protein
BPPMDLJL_02663	CDS	444				hypothetical protein
BPPMDLJL_02664	CDS	453				hypothetical protein
BPPMDLJL_02665	CDS	2301				hypothetical protein
BPPMDLJL_02666	CDS	666				hypothetical protein
BPPMDLJL_02667	CDS	240				hypothetical protein
BPPMDLJL_02668	CDS	588				hypothetical protein
BPPMDLJL_02669	CDS	1299				hypothetical protein
BPPMDLJL_02670	CDS	1524				hypothetical protein
BPPMDLJL_02671	CDS	1335				hypothetical protein
BPPMDLJL_02672	CDS	804				hypothetical protein
BPPMDLJL_02673	CDS	1293				hypothetical protein
BPPMDLJL_02674	CDS	1299				hypothetical protein
BPPMDLJL_02675	CDS	795				hypothetical protein
BPPMDLJL_02676	CDS	954	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
BPPMDLJL_02677	CDS	3600				hypothetical protein
BPPMDLJL_02678	CDS	906	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
BPPMDLJL_02679	CDS	474	rbfA			Ribosome-binding factor A
BPPMDLJL_02680	CDS	294				hypothetical protein
BPPMDLJL_02681	CDS	1842	infB		COG0532	Translation initiation factor IF-2
BPPMDLJL_02682	CDS	786				hypothetical protein
BPPMDLJL_02683	CDS	249				hypothetical protein
BPPMDLJL_02684	CDS	987	nusA		COG0195	Transcription termination/antitermination protein NusA
BPPMDLJL_02685	CDS	510	rimP		COG0779	Ribosome maturation factor RimP
BPPMDLJL_02686	CDS	570				hypothetical protein
BPPMDLJL_02687	CDS	504				hypothetical protein
BPPMDLJL_02688	CDS	903				hypothetical protein
BPPMDLJL_02689	CDS	1695	proS_1	6.1.1.15	COG0442	Proline--tRNA ligase
BPPMDLJL_02690	CDS	570				hypothetical protein
BPPMDLJL_02691	CDS	849				hypothetical protein
BPPMDLJL_02692	CDS	1158	ispG_2	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
BPPMDLJL_02693	CDS	1305	rip1	3.4.24.-		Zinc metalloprotease Rip1
BPPMDLJL_02694	CDS	1284	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
BPPMDLJL_02695	CDS	450				hypothetical protein
BPPMDLJL_02696	CDS	2763	secA_1			Protein translocase subunit SecA
BPPMDLJL_02697	CDS	486				hypothetical protein
BPPMDLJL_02698	CDS	1932		1.3.-.-	COG1960	putative acyl-CoA dehydrogenase FadE10
BPPMDLJL_02699	CDS	810	celS	3.2.1.4		Endoglucanase S
BPPMDLJL_02700	CDS	1014	degA_4		COG1609	HTH-type transcriptional regulator DegA
BPPMDLJL_02701	CDS	2043				hypothetical protein
BPPMDLJL_02702	CDS	714				hypothetical protein
BPPMDLJL_02703	CDS	2199				hypothetical protein
BPPMDLJL_02704	CDS	1980	bgaB	3.2.1.23		Beta-galactosidase bgaB
BPPMDLJL_02705	CDS	2220		3.2.1.-		Xyloglucanase
BPPMDLJL_02706	CDS	936	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
BPPMDLJL_02707	CDS	1086	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
BPPMDLJL_02708	CDS	1683	lipO		COG1653	Lipoprotein LipO
BPPMDLJL_02709	CDS	2865	xyl3A	3.2.1.37	COG1472	Xylan 1,4-beta-xylosidase
BPPMDLJL_02710	CDS	1461	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
BPPMDLJL_02711	CDS	1083				hypothetical protein
BPPMDLJL_02712	CDS	2322				hypothetical protein
BPPMDLJL_02713	CDS	1335	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase
BPPMDLJL_02714	CDS	825				hypothetical protein
BPPMDLJL_02715	CDS	1830		3.2.1.14		Exochitinase 1
BPPMDLJL_02716	CDS	207				hypothetical protein
BPPMDLJL_02717	CDS	753				hypothetical protein
BPPMDLJL_02718	CDS	801	ydcV_2			Inner membrane ABC transporter permease protein YdcV
BPPMDLJL_02719	CDS	942	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
BPPMDLJL_02720	CDS	1155	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BPPMDLJL_02721	CDS	1248	potF		COG0687	Putrescine-binding periplasmic protein
BPPMDLJL_02722	CDS	1524	prr_2	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
BPPMDLJL_02723	CDS	588				hypothetical protein
BPPMDLJL_02724	CDS	303				hypothetical protein
BPPMDLJL_02725	CDS	690				hypothetical protein
BPPMDLJL_02726	CDS	1077	add2	3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
BPPMDLJL_02727	CDS	681				hypothetical protein
BPPMDLJL_02728	CDS	1674				hypothetical protein
BPPMDLJL_02729	CDS	528				hypothetical protein
BPPMDLJL_02730	CDS	474				hypothetical protein
BPPMDLJL_02731	CDS	2529	clpC1_1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
BPPMDLJL_02732	CDS	585				hypothetical protein
BPPMDLJL_02733	CDS	438				hypothetical protein
BPPMDLJL_02734	CDS	1236				hypothetical protein
BPPMDLJL_02735	CDS	2781				hypothetical protein
BPPMDLJL_02736	CDS	972				hypothetical protein
BPPMDLJL_02737	CDS	1167				hypothetical protein
BPPMDLJL_02738	CDS	291				hypothetical protein
BPPMDLJL_02739	CDS	315				hypothetical protein
BPPMDLJL_02740	CDS	1248				hypothetical protein
BPPMDLJL_02741	CDS	1440	prr_3	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
BPPMDLJL_02742	CDS	516				hypothetical protein
BPPMDLJL_02743	CDS	1380		2.6.1.-	COG0161	putative aminotransferase
BPPMDLJL_02744	CDS	738	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
BPPMDLJL_02745	CDS	1395				hypothetical protein
BPPMDLJL_02746	CDS	408				hypothetical protein
BPPMDLJL_02747	CDS	1050				hypothetical protein
BPPMDLJL_02748	CDS	675				hypothetical protein
BPPMDLJL_02749	CDS	1038	potA_3	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
BPPMDLJL_02750	CDS	1611				hypothetical protein
BPPMDLJL_02751	CDS	1086	thiB		COG4143	Thiamine-binding periplasmic protein
BPPMDLJL_02752	CDS	1107	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
BPPMDLJL_02753	CDS	411				hypothetical protein
BPPMDLJL_02754	CDS	1179	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
BPPMDLJL_02755	CDS	558	frr		COG0233	Ribosome-recycling factor
BPPMDLJL_02756	CDS	759	pyrH	2.7.4.22	COG0528	Uridylate kinase
BPPMDLJL_02757	CDS	837	tsf		COG0264	Elongation factor Ts
BPPMDLJL_02758	CDS	927	rpsB		COG0052	30S ribosomal protein S2
BPPMDLJL_02759	CDS	366				hypothetical protein
BPPMDLJL_02760	CDS	540				hypothetical protein
BPPMDLJL_02761	CDS	843	sigD		COG1191	RNA polymerase sigma-D factor
BPPMDLJL_02762	CDS	1146	dprA		COG0758	Putative DNA processing protein DprA
BPPMDLJL_02763	CDS	1626	comM		COG0606	Competence protein ComM
BPPMDLJL_02764	CDS	447				hypothetical protein
BPPMDLJL_02765	CDS	309				putative protein
BPPMDLJL_02766	CDS	528				hypothetical protein
BPPMDLJL_02767	CDS	744				hypothetical protein
BPPMDLJL_02768	CDS	876				hypothetical protein
BPPMDLJL_02769	CDS	1083				hypothetical protein
BPPMDLJL_02770	CDS	717				hypothetical protein
BPPMDLJL_02771	CDS	351	rplS		COG0335	50S ribosomal protein L19
BPPMDLJL_02772	CDS	849	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
BPPMDLJL_02773	CDS	561	rimM		COG0806	Ribosome maturation factor RimM
BPPMDLJL_02774	CDS	240				hypothetical protein
BPPMDLJL_02775	CDS	429				hypothetical protein
BPPMDLJL_02776	CDS	597				hypothetical protein
BPPMDLJL_02777	CDS	1470	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
BPPMDLJL_02778	CDS	756				hypothetical protein
BPPMDLJL_02779	CDS	1551	ffh		COG0541	Signal recognition particle protein
BPPMDLJL_02780	CDS	2274	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
BPPMDLJL_02781	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
BPPMDLJL_02782	CDS	1341	amt			Ammonia channel
BPPMDLJL_02783	CDS	1476				hypothetical protein
BPPMDLJL_02784	CDS	663				hypothetical protein
BPPMDLJL_02785	CDS	1209	ftsY		COG0552	Signal recognition particle receptor FtsY
BPPMDLJL_02786	CDS	1473	pucI_2		COG1953	putative allantoin permease
BPPMDLJL_02787	CDS	981				hypothetical protein
BPPMDLJL_02788	CDS	1413	xylE			D-xylose-proton symporter
BPPMDLJL_02789	CDS	3609	smc_1		COG1196	Chromosome partition protein Smc
BPPMDLJL_02790	CDS	204				hypothetical protein
BPPMDLJL_02791	CDS	282	acyP	3.6.1.7	COG1254	Acylphosphatase
BPPMDLJL_02792	CDS	936				hypothetical protein
BPPMDLJL_02793	CDS	585	fldP			Flavodoxin FldP
BPPMDLJL_02794	CDS	414				hypothetical protein
BPPMDLJL_02795	CDS	1278	dap_1	3.4.11.19		D-aminopeptidase
BPPMDLJL_02796	CDS	861	fpg1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase 1
BPPMDLJL_02797	CDS	831	rnc	3.1.26.3	COG0571	Ribonuclease 3
BPPMDLJL_02798	CDS	174	rpmF		COG0333	50S ribosomal protein L32
BPPMDLJL_02799	CDS	654			COG1399	putative protein
BPPMDLJL_02800	CDS	1092				hypothetical protein
BPPMDLJL_02801	CDS	510	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
BPPMDLJL_02802	CDS	588	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
BPPMDLJL_02803	CDS	3228	mfd_1	3.6.4.-		Transcription-repair-coupling factor
BPPMDLJL_02804	CDS	1953	htpG			Chaperone protein HtpG
BPPMDLJL_02805	CDS	2937				hypothetical protein
BPPMDLJL_02806	CDS	1716				putative protein
BPPMDLJL_02807	CDS	186	rpmB_1		COG0227	50S ribosomal protein L28
BPPMDLJL_02808	CDS	963	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
BPPMDLJL_02809	CDS	234				hypothetical protein
BPPMDLJL_02810	CDS	492				hypothetical protein
BPPMDLJL_02811	CDS	1224	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
BPPMDLJL_02812	CDS	1011	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
BPPMDLJL_02813	CDS	801				hypothetical protein
BPPMDLJL_02814	CDS	651	fbiD	2.7.7.68	COG1920	Phosphoenolpyruvate guanylyltransferase
BPPMDLJL_02815	CDS	204				hypothetical protein
BPPMDLJL_02816	CDS	654	ihfB			Integration host factor subunit beta
BPPMDLJL_02817	CDS	231				hypothetical protein
BPPMDLJL_02818	CDS	594	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
BPPMDLJL_02819	CDS	1434	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
BPPMDLJL_02820	CDS	717	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
BPPMDLJL_02821	CDS	498				hypothetical protein
BPPMDLJL_02822	CDS	645				hypothetical protein
BPPMDLJL_02823	tRNA	74				tRNA-Glu(ctc)
BPPMDLJL_02824	tRNA	73				tRNA-Gln(ctg)
BPPMDLJL_02825	tRNA	74				tRNA-Glu(ctc)
BPPMDLJL_02826	tRNA	74				tRNA-Glu(ctc)
BPPMDLJL_02827	tRNA	73				tRNA-Gln(ctg)
BPPMDLJL_02828	CDS	1110	gph_3	3.1.3.18		Phosphoglycolate phosphatase
BPPMDLJL_02829	CDS	1515	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
BPPMDLJL_02830	CDS	777				hypothetical protein
BPPMDLJL_02831	CDS	189				hypothetical protein
BPPMDLJL_02832	CDS	3837				hypothetical protein
BPPMDLJL_02833	CDS	423			COG2018	Serine protease inhibitor
BPPMDLJL_02834	CDS	399				hypothetical protein
BPPMDLJL_02835	CDS	579				hypothetical protein
BPPMDLJL_02836	CDS	3144				hypothetical protein
BPPMDLJL_02837	CDS	423			COG2018	Serine protease inhibitor
BPPMDLJL_02838	CDS	585				hypothetical protein
BPPMDLJL_02839	CDS	582				hypothetical protein
BPPMDLJL_02840	CDS	195				hypothetical protein
BPPMDLJL_02841	CDS	1596	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
BPPMDLJL_02842	CDS	2328	xly	4.2.2.12		Xanthan lyase
BPPMDLJL_02843	CDS	510				hypothetical protein
BPPMDLJL_02844	CDS	621	yceI_2			Protein YceI
BPPMDLJL_02845	CDS	1371				hypothetical protein
BPPMDLJL_02846	CDS	3036	nagZ_1	3.2.1.52		Beta-hexosaminidase
BPPMDLJL_02847	CDS	1869				hypothetical protein
BPPMDLJL_02848	CDS	1605	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
BPPMDLJL_02849	CDS	1332	kgtP			Alpha-ketoglutarate permease
BPPMDLJL_02850	CDS	1230	tolB_1			Tol-Pal system protein TolB
BPPMDLJL_02851	CDS	93				hypothetical protein
BPPMDLJL_02852	CDS	621	betI_5			HTH-type transcriptional regulator BetI
BPPMDLJL_02853	CDS	1041	aguA_2	3.5.3.12	COG2957	Agmatine deiminase
BPPMDLJL_02854	CDS	1671	ureC_1	3.5.1.5		Urease subunit alpha
BPPMDLJL_02855	CDS	684	ureA_1	3.5.1.5	COG0831	Urease subunit alpha
BPPMDLJL_02856	CDS	1089	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
BPPMDLJL_02857	CDS	96				hypothetical protein
BPPMDLJL_02858	CDS	1044	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
BPPMDLJL_02859	CDS	1650				hypothetical protein
BPPMDLJL_02860	CDS	132				hypothetical protein
BPPMDLJL_02861	CDS	570	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
BPPMDLJL_02862	CDS	870	oleB_2	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
BPPMDLJL_02863	CDS	1632	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
BPPMDLJL_02864	CDS	111				hypothetical protein
BPPMDLJL_02865	CDS	927	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
BPPMDLJL_02866	CDS	1272				hypothetical protein
BPPMDLJL_02867	CDS	1485				hypothetical protein
BPPMDLJL_02868	CDS	591				hypothetical protein
BPPMDLJL_02869	CDS	1560	lfrA_1		COG0477	Multidrug efflux pump LfrA
BPPMDLJL_02870	CDS	3015				hypothetical protein
BPPMDLJL_02871	CDS	1590	serA_1	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
BPPMDLJL_02872	CDS	1002	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
BPPMDLJL_02873	CDS	528	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
BPPMDLJL_02874	CDS	1857	ilvB1	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvB1
BPPMDLJL_02875	CDS	2967				hypothetical protein
BPPMDLJL_02876	CDS	1017		1.17.1.9		Formate dehydrogenase, mitochondrial
BPPMDLJL_02877	CDS	999	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
BPPMDLJL_02878	tRNA	89				tRNA-Pro(cgg)
BPPMDLJL_02879	CDS	1164				hypothetical protein
BPPMDLJL_02880	CDS	231				hypothetical protein
BPPMDLJL_02881	CDS	3474	malT_1			HTH-type transcriptional regulator MalT
BPPMDLJL_02882	CDS	204				hypothetical protein
BPPMDLJL_02883	CDS	612				hypothetical protein
BPPMDLJL_02884	CDS	576	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
BPPMDLJL_02885	CDS	1518	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
BPPMDLJL_02886	CDS	243				hypothetical protein
BPPMDLJL_02887	CDS	1506	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
BPPMDLJL_02888	CDS	297	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
BPPMDLJL_02889	CDS	2337				hypothetical protein
BPPMDLJL_02890	CDS	2193	ligA	6.5.1.2	COG0272	DNA ligase A
BPPMDLJL_02891	CDS	1008				hypothetical protein
BPPMDLJL_02892	CDS	690		1.-.-.-		putative oxidoreductase
BPPMDLJL_02893	CDS	540	yvdD		COG1611	LOG family protein YvdD
BPPMDLJL_02894	CDS	324				hypothetical protein
BPPMDLJL_02895	CDS	1131	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
BPPMDLJL_02896	CDS	657				hypothetical protein
BPPMDLJL_02897	CDS	1449	mco	1.-.-.-		Multicopper oxidase mco
BPPMDLJL_02898	CDS	1170	iscS_1	2.8.1.7	COG1104	IscS-like cysteine desulfurase
BPPMDLJL_02899	CDS	267				hypothetical protein
BPPMDLJL_02900	CDS	168				hypothetical protein
BPPMDLJL_02901	CDS	627	fabR		COG1309	HTH-type transcriptional repressor FabR
BPPMDLJL_02902	CDS	366				hypothetical protein
BPPMDLJL_02903	CDS	957				hypothetical protein
BPPMDLJL_02904	CDS	585				putative protein
BPPMDLJL_02905	CDS	861				putative protein
BPPMDLJL_02906	CDS	657				hypothetical protein
BPPMDLJL_02907	CDS	1392	pepN_2	3.4.11.2		Aminopeptidase N
BPPMDLJL_02908	CDS	1527	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BPPMDLJL_02909	CDS	1098	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
BPPMDLJL_02910	CDS	1008	dppB_1		COG0601	Dipeptide transport system permease protein DppB
BPPMDLJL_02911	CDS	1773	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
BPPMDLJL_02912	CDS	999	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
BPPMDLJL_02913	CDS	807				hypothetical protein
BPPMDLJL_02914	CDS	783				hypothetical protein
BPPMDLJL_02915	CDS	687				hypothetical protein
BPPMDLJL_02916	CDS	1119	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
BPPMDLJL_02917	CDS	378	gcvH		COG0509	Glycine cleavage system H protein
BPPMDLJL_02918	CDS	1263	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
BPPMDLJL_02919	CDS	1368	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
BPPMDLJL_02920	CDS	555	lyc	3.2.1.17	COG3409	Autolytic lysozyme
BPPMDLJL_02921	CDS	540				hypothetical protein
BPPMDLJL_02922	CDS	663				hypothetical protein
BPPMDLJL_02923	CDS	213				hypothetical protein
BPPMDLJL_02924	CDS	927				hypothetical protein
BPPMDLJL_02925	CDS	717				hypothetical protein
BPPMDLJL_02926	CDS	1197				hypothetical protein
BPPMDLJL_02927	CDS	891				hypothetical protein
BPPMDLJL_02928	CDS	504				hypothetical protein
BPPMDLJL_02929	CDS	768	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
BPPMDLJL_02930	CDS	1242	ldtB_3	2.3.2.-	COG1376	L,D-transpeptidase 2
BPPMDLJL_02931	CDS	1230	ldtB_4	2.3.2.-	COG1376	L,D-transpeptidase 2
BPPMDLJL_02932	CDS	2250	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
BPPMDLJL_02933	CDS	1848		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BPPMDLJL_02934	CDS	1863		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BPPMDLJL_02935	CDS	1722	yheI_2	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
BPPMDLJL_02936	CDS	1767			COG1132	putative ABC transporter ATP-binding protein
BPPMDLJL_02937	CDS	2166				hypothetical protein
BPPMDLJL_02938	CDS	1665		3.4.-.-		Transglutaminase-activating metalloprotease
BPPMDLJL_02939	CDS	507				hypothetical protein
BPPMDLJL_02940	CDS	471				hypothetical protein
BPPMDLJL_02941	CDS	855				hypothetical protein
BPPMDLJL_02942	CDS	189				hypothetical protein
BPPMDLJL_02943	CDS	189				hypothetical protein
BPPMDLJL_02944	CDS	2637	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
BPPMDLJL_02945	CDS	1209		3.4.21.-		Extracellular serine proteinase
BPPMDLJL_02946	CDS	2106	glgE1_1	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1
BPPMDLJL_02947	CDS	1719	treS_1	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
BPPMDLJL_02948	CDS	1401	mak_1	2.7.1.175	COG3281	Maltokinase
BPPMDLJL_02949	CDS	2517	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
BPPMDLJL_02950	CDS	1431				hypothetical protein
BPPMDLJL_02951	CDS	2328				hypothetical protein
BPPMDLJL_02952	CDS	333	trxA_1		COG0526	Thioredoxin
BPPMDLJL_02953	CDS	429				hypothetical protein
BPPMDLJL_02954	CDS	516	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
BPPMDLJL_02955	CDS	897				hypothetical protein
BPPMDLJL_02956	CDS	933	prcB_1	3.4.25.1	COG0638	Proteasome subunit beta
BPPMDLJL_02957	CDS	1728	qacA_2		COG0477	Antiseptic resistance protein
BPPMDLJL_02958	CDS	618				hypothetical protein
BPPMDLJL_02959	CDS	1380	dctA2		COG1301	C4-dicarboxylate transport protein 2
BPPMDLJL_02960	CDS	1698	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
BPPMDLJL_02961	CDS	678	dpiA		COG4565	Transcriptional regulatory protein DpiA
BPPMDLJL_02962	CDS	1392				hypothetical protein
BPPMDLJL_02963	CDS	930	sugA_1		COG1175	Trehalose transport system permease protein SugA
BPPMDLJL_02964	CDS	840	dasC_2		COG0395	Diacetylchitobiose uptake system permease protein DasC
BPPMDLJL_02965	CDS	717				hypothetical protein
BPPMDLJL_02966	CDS	1026	pfkA2_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 2
BPPMDLJL_02967	CDS	2091	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
BPPMDLJL_02968	CDS	1218	ackA	2.7.2.1	COG0282	Acetate kinase
BPPMDLJL_02969	CDS	1431	pyk_1	2.7.1.40	COG0469	Pyruvate kinase
BPPMDLJL_02970	CDS	1194				hypothetical protein
BPPMDLJL_02971	CDS	567				hypothetical protein
BPPMDLJL_02972	CDS	645				hypothetical protein
BPPMDLJL_02973	CDS	987			COG3118	putative protein
BPPMDLJL_02974	CDS	636				putative HTH-type transcriptional regulator
BPPMDLJL_02975	CDS	1701	mcm_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
BPPMDLJL_02976	CDS	339				putative protein
BPPMDLJL_02977	CDS	510				hypothetical protein
BPPMDLJL_02978	CDS	1644	dntB_2	1.14.13.210		4-methyl-5-nitrocatechol 5-monooxygenase
BPPMDLJL_02979	CDS	1125				hypothetical protein
BPPMDLJL_02980	CDS	444				hypothetical protein
BPPMDLJL_02981	CDS	1266		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 1
BPPMDLJL_02982	CDS	1251		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 2
BPPMDLJL_02983	CDS	258				hypothetical protein
BPPMDLJL_02984	CDS	480				Putative polyketide cyclase
BPPMDLJL_02985	CDS	327	tcmI	4.2.1.154		Tetracenomycin F2 cyclase
BPPMDLJL_02986	CDS	1035	mmcR	2.1.1.316		Mitomycin biosynthesis 6-O-methyltransferase
BPPMDLJL_02987	CDS	1059				hypothetical protein
BPPMDLJL_02988	CDS	633				hypothetical protein
BPPMDLJL_02989	CDS	681				hypothetical protein
BPPMDLJL_02990	CDS	753				hypothetical protein
BPPMDLJL_02991	CDS	294				hypothetical protein
BPPMDLJL_02992	CDS	414				hypothetical protein
BPPMDLJL_02993	CDS	609				hypothetical protein
BPPMDLJL_02994	CDS	651				hypothetical protein
BPPMDLJL_02995	CDS	798				hypothetical protein
BPPMDLJL_02996	CDS	477				hypothetical protein
BPPMDLJL_02997	CDS	303				hypothetical protein
BPPMDLJL_02998	CDS	999				hypothetical protein
BPPMDLJL_02999	CDS	957		3.6.-.-	COG1703	putative GTPase
BPPMDLJL_03000	CDS	1203		2.3.1.9	COG0183	putative acetyl-CoA acetyltransferase
BPPMDLJL_03001	CDS	441	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
BPPMDLJL_03002	CDS	3777				hypothetical protein
BPPMDLJL_03003	CDS	939				hypothetical protein
BPPMDLJL_03004	CDS	951	bcrA_2			Bacitracin transport ATP-binding protein BcrA
BPPMDLJL_03005	CDS	771				hypothetical protein
BPPMDLJL_03006	CDS	1332	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BPPMDLJL_03007	CDS	870				hypothetical protein
BPPMDLJL_03008	CDS	333				hypothetical protein
BPPMDLJL_03009	CDS	1029	luxA	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
BPPMDLJL_03010	CDS	393				hypothetical protein
BPPMDLJL_03011	CDS	672	nucS	3.1.-.-	COG1637	Endonuclease NucS
BPPMDLJL_03012	CDS	2544				hypothetical protein
BPPMDLJL_03013	CDS	324				hypothetical protein
BPPMDLJL_03014	CDS	849	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
BPPMDLJL_03015	CDS	687				hypothetical protein
BPPMDLJL_03016	CDS	783	drrA_3	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
BPPMDLJL_03017	CDS	750				hypothetical protein
BPPMDLJL_03018	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
BPPMDLJL_03019	CDS	546				hypothetical protein
BPPMDLJL_03020	CDS	1185				hypothetical protein
BPPMDLJL_03021	CDS	642	liaR_3		COG2197	Transcriptional regulatory protein LiaR
BPPMDLJL_03022	CDS	1824	chtA_1	3.2.1.14		Chitinase 63
BPPMDLJL_03023	CDS	447				hypothetical protein
BPPMDLJL_03024	CDS	375	atpC			ATP synthase epsilon chain
